usages,parent,amount,key,subtotal,categories
2,5370004,12.58,10010,,[u'resource adj']
3,5370004,20.0,10011,,[u'basic charge']
3,5370004,262.41,10012,,[u'energy charge']
3,5370004,125.37,10013,,[u'fuel cost']
3,5370004,29.22,10014,,[u'other']
4,5370004,10.0,10015,,[u'basic charge']
4,5370004,107.08,10016,,[u'energy charge']
4,5370004,51.15,10017,,[u'fuel cost']
4,5370004,12.16,10018,,[u'other']
5,5370004,25.0,10019,,[u'basic charge']
5,5370004,95.69,10020,,[u'distirbution']
5,5370004,409.55,10021,,[u'cost of gas']
5,5370004,3.17,10022,,[u'gas affordability']
5,5370004,17.27,10023,,[u'other']
6,5370004,25.7,10024,,[u'basic service']
6,5370004,62.48,10025,,[u'energy charge']
6,5370004,67.04,10026,,[u'fuel cost']
7,5370004,35.92,10027,,[u'demand winter']
6;7,5370004,16.15,10028,,[u'other']
1;2;3;4;5;6;7,5370004,10.18,10029,,[u'other']
8,5370004,-4.66,10030,,[u'energy credit']
1,5370005,12.08,10001,,[u'recovery fee']
1,5370005,0.0,10002,,[u'safe drinking water']
1,5370005,24.0,10003,,[u'water service base fee']
1,5370005,0.0,10004,,[u'water main replacement surcharge']
1,5370005,18.32,10005,,[u'water usage']
1,5370005,28.24,10006,,[u'sanitary sewer']
1,5370006,11.25,10001,,[u'recovery fee']
1,5370006,0.0,10002,,[u'safe drinking water']
1,5370006,0.0,10003,,[u'water service base fee']
1,5370006,0.0,10004,,[u'water main replacement surcharge']
1,5370006,19.36,10005,,[u'water']
1,5370006,28.24,10006,,[u'sanitary sewer']
1,5370007,12.3,10001,,[u'basic charge']
1,5370007,756.55,10002,,[u'energy charge']
1,5370007,18.08,10003,,[u'pca']
2,5370007,0.0,10004,,[u'demand']
,5370007,10.05,10005,,[u'security light']
,5370007,42.77,10006,,[u'storm water charge']
1,5380001,105.0,10001,,[u'Dumpster Fees']
1,5380002,15.55,10001,,[u'water usage']
1,5380002,136.73,10002,,[u'waste water usage']
1,5380002,35.0,10003,,[u'meter charge']
1,5380003,5.86,10001,,[u'water usage']
1,5380003,54.99,10002,,[u'waste water usage']
1,5380003,35.0,10003,,[u'meter charge']
1,5380004,6.06,10001,,[u'water usage']
1,5380004,67.51,10002,,[u'waste water usage']
1,5380004,35.0,10003,,[u'meter charge']
1,5380005,6.46,10001,,[u'water usage']
1,5380005,60.87,10002,,[u'waste water usage']
1,5380005,35.0,10003,,[u'meter charge']
1,5380006,52.5,10001,,[u'Dumpster Fees']
1,5380007,7.75,10001,,[u'container service fee fel']
1,5380007,44.95,10002,,[u'rel']
1,5380007,16.12,10003,,[u'fuel/environmental']
1,5380007,4.0,10004,,[u'admin']
1,5380007,12.38,10005,,[u'tax']
1,5380008,11.61,10001,,[u'equipment use']
1,5380008,110.16,10002,,[u'standard trash']
1,5380008,20.05,10003,,[u'fuel/environmental']
1,5380008,2.95,10004,,[u'admin']
1,5380008,76.73,10005,,[u'cty tax']
1,5380008,24.61,10006,,[u'mn tax']
1,5380009,11.5,10001,,[u'basic charge']
1,5380009,160.68,10002,,[u'energy charge']
1,5380009,12.73,10003,,[u'pca']
1,5380009,1.85,10004,,[u'meter fee']
1,5380009,0.0,10005,,[u'franchise fee']
1,5380009,12.84,10006,,[u'tax']
1,5380009,2.26,10007,,[u'late fee']
1,5380010,9.5,10001,,[u'basic charge']
1,5380010,177.26,10002,,[u'energy charge']
1,5380010,16.24,10003,,[u'pca']
1,5380010,1.85,10004,,[u'meter fee']
1,5380010,0.0,10005,,[u'HPS Overhead']
1,5390001,8.08,10001,,[u'water usage']
1,5390001,50.28,10002,,[u'waste water usage']
1,5390001,35.0,10003,,[u'meter charge']
1,5390002,35.0,10001,,[u'Dumpster Fees']
1,5390003,11.72,10001,,[u'water usage']
1,5390003,76.56,10002,,[u'waste water usage']
1,5390003,35.0,10003,,[u'meter charge']
1,5390004,12.52,10001,,[u'water usage']
1,5390004,93.28,10002,,[u'waste water usage']
1,5390004,35.0,10003,,[u'meter charge']
1,5390005,35.0,10001,,[u'Dumpster Fees']
1,5390006,77.06,10001,,[u'fel']
1,5390006,24.49,10002,,[u'fuel/environmental']
1,5390006,4.0,10003,,[u'admin']
1,5390006,17.94,10004,,[u'tax']
1,5390007,77.06,10001,,[u'fel']
1,5390007,24.97,10002,,[u'fuel/environmental']
1,5390007,4.0,10003,,[u'admin']
1,5390007,18.03,10004,,[u'tax']
1,5390008,34.56,10001,,[u'rel on call']
1,5390008,21.44,10002,,[u'fuel/environmental']
1,5390008,4.0,10003,,[u'admin']
1,5390008,16.08,10004,,[u'tax']
1,5390008,-18.76,10005,57.32,[u'credit due to duplication']
1,5390009,46.56,10001,,[u'toter rel']
1,5390009,20.94,10002,,[u'toter rel rcy']
1,5390009,0.23,10003,,[u'recyclable material offset fel']
1,5390009,4.0,10004,,[u'admin fee']
1,5390009,11.12,10005,,[u'tax']
1,5390009,21.53,10006,,[u'fuel/environmental']
1,5390010,9.5,10001,,[u'basic charge']
1,5390010,98.88,10002,,[u'energy charge']
1,5390010,7.12,10003,,[u'pca']
1,5390010,9.67,10004,,[u'lighting']
1,5390010,0.0,10005,,[u'franchise fee']
1,5390010,0.0,10006,,[u'tax']
1,5390010,0.0,10007,,[u'late fee']
1,5390011,9.5,10001,,[u'basic charge']
1,5390011,775.28,10002,,[u'energy charge']
1,5390011,64.57,10003,,[u'pca']
1,5390011,1.85,10004,,[u'meter fee']
1,5390011,0.0,10005,,[u'HPS Overhead']
1,5400001,53.33,10001,,[u'toter rel']
1,5400001,23.98,10002,,[u'toter rel rcy']
1,5400001,0.3,10003,,[u'recyclable material offset fel']
1,5400001,4.0,10004,,[u'admin fee']
1,5400001,12.66,10005,,[u'tax']
1,5400001,24.87,10006,,[u'fuel/environmental']
1,5400002,41.56,10001,,[u'toter rel']
1,5400002,15.94,10002,,[u'toter rel rcy']
1,5400002,-0.01,10003,,[u'recyclable material offset fel']
1,5400002,4.0,10004,,[u'admin fee']
1,5400002,9.82,10005,,[u'tax']
1,5400002,16.85,10006,,[u'fuel/environmental']
1,5400003,11.39,10001,,[u'equipment use']
1,5400003,92.38,10002,,[u'standard trash']
1,5400003,16.74,10003,,[u'fuel/environmental']
1,5400003,2.95,10004,,[u'admin']
1,5400003,17.9,10005,,[u'cty tax']
1,5400003,20.99,10006,,[u'mn tax']
1,5400004,9.5,10001,,[u'basic charge']
1,5400004,291.88,10002,,[u'energy charge']
1,5400004,1.85,10003,,[u'remote reading fee']
1,5400004,24.39,10004,,[u'pca']
1,5400005,9.5,10001,,[u'basic charge']
1,5400005,69.01,10002,,[u'energy charge']
1,5400005,4.91,10003,,[u'pca']
1,5400005,0.0,10004,,[u'meter fee']
1,5400005,9.31,10005,,[u'HPS Overhead']
1,5400006,9.5,10001,,[u'basic charge']
1,5400006,439.23,10002,,[u'energy charge']
1,5400006,27.91,10003,,[u'pca']
1,5400006,1.85,10004,,[u'meter fee']
1,5400006,0.0,10005,,[u'HPS Overhead']
1,5410001,0.0,10001,,[u'toter rel']
1,5410001,0.0,10002,,[u'toter rel rcy']
1,5410001,0.0,10003,,[u'recyclable material offset fel']
1,5410001,0.0,10004,,[u'admin fee']
1,5410001,0.0,10005,,[u'tax']
1,5410001,0.0,10006,,[u'fuel/environmental']
1,5410001,70.74,10007,,[u'total']
1,5410002,0.0,10001,,[u'toter rel']
1,5410002,0.0,10002,,[u'toter rel rcy']
1,5410002,0.0,10003,,[u'recyclable material offset fel']
1,5410002,0.0,10004,,[u'admin fee']
1,5410002,0.0,10005,,[u'tax']
1,5410002,0.0,10006,,[u'fuel/environmental']
1,5410002,70.09,10007,,[u'total']
1,5410003,83.64,10001,,[u'standard trash']
1,5410003,13.93,10002,,[u'fuel/environmental fee']
1,5410003,14.57,10003,,[u'henn county tax']
1,5410003,17.09,10004,,[u'mn tax']
1,5410003,2.95,10005,,[u'admin']
1,5410004,9.5,10001,,[u'basic charge']
1,5410004,21.81,10002,,[u'energy charge']
1,5410004,1.82,10003,,[u'pca']
1,5410004,1.85,10004,,[u'meter fee']
1,5410004,0.0,10005,,[u'franchise fee']
1,5410005,9.5,10001,,[u'basic charge']
1,5410005,75.09,10002,,[u'energy charge']
1,5410005,4.98,10003,,[u'pca']
1,5410005,1.85,10004,,[u'meter fee']
1,5410005,0.0,10005,,[u'HPS Overhead']
1,5420001,9.5,10001,,[u'basic charge']
1,5420001,120.91,10002,,[u'energy charge']
1,5420001,10.28,10003,,[u'pca']
1,5420001,0.0,10004,,[u'meter fee']
1,5420001,9.31,10005,,[u'HPS Overhead']
1,5420002,204.19,10001,,[u'propane']
1,5420002,4.98,10002,,[u'fuel surcharge']
1,5420002,3.83,10003,,[u'hazmat fee']
1,5420003,66.0,10001,,[u'part']
1,5420003,288.38,10002,,[u'labor']
1,5420003,0.0,10003,,[u'hazmat fee']
1,5420003,0.0,10004,,[u'federal lust tax']
1,5420004,2793.22,10001,,[u'propane']
1,5420004,4.98,10002,,[u'fuel surcharge']
1,5420004,3.83,10003,,[u'hazmat fee']
1,5420004,0.0,10004,,[u'federal lust tax']
1,5430001,1291.62,10001,,[u'propane']
1,5430001,4.98,10002,,[u'fuel surcharge']
1,5430001,3.83,10003,,[u'hazmat fee']
1,5430001,0.38,10004,,[u'federal lust tax']
1,5430002,1452.0,10001,,[u'oil']
1,5430003,2834.86,10001,,[u'propane']
1,5440001,113.39,10001,,[u'propane']
1,5440001,4.98,10002,,[u'fuel surcharge']
1,5440001,3.83,10003,,[u'hazmat fee']
1,5440001,0.0,10004,,[u'federal lust tax']
,6000001,28.72,1,,[u'admin']
1,6000002,220.59,10001,,[u'Energy']
1,6000002,213.21,10002,,[u'Fuel Cost']
2,6000002,295.78,10003,,[u'Demand Summer']
3,6000002,53.88,10004,,[u'Demand Winter']
1;2;3,6000002,155.28,10005,,[u'Misc']
1,6010001,10.0,10001,,[u'Basic Service']
1,6010001,1.95,10002,,[u'Energy Winter']
1,6010001,0.89,10003,,[u'Fuel Cost']
1,6010001,5.31,10004,,[u'Misc']
1,6020001,232.52,10001,,[u'Energy']
1,6020001,216.31,10002,,[u'Fuel Cost']
2,6020001,150.98,10003,,[u'Demand Summer']
3,6020001,146.01,10004,,[u'']
1;2;3,6020001,91.89,10005,,[u'other']
1,6030001,42.41,10001,,[u'Energy Charge Winter']
1,6030001,18.18,10002,,[u'Fuel Cost Charge']
1,6030001,17.11,10003,77.7,[u'other']
1,6030002,41.26,10001,,[u'Energy Charge Winter']
1,6030002,17.79,10002,,[u'Fuel Cost Charge']
1,6030002,18.05,10003,77.1,[u'other']
1,6030003,0.39,10001,,[u'Energy Charge Summer']
2,6030003,0.87,10002,,[u'Energy Charge Summer']
3,6030003,0.51,10003,,[u'Fuel Cost Charge']
1;2;3,6030003,14.11,10004,15.88,[u'other']
1,6030004,3.56,10001,,[u'Cost of Gas']
1,6030004,0.99,10002,,[u'Distribution Charge']
1,6030004,0.03,10003,,[u'Gas Affordability']
1,6030004,25.17,10004,29.75,[u'other']
2,6030004,25.0,10005,,[u'other']
3,6030004,96.53,10006,,[u'Energy Charge Summer']
3,6030004,37.17,10007,,[u'Fuel Cost Charge']
3,6030004,37.97,10008,,[u'other']
4,6030004,166.3,10009,,[u'Energy Charge Summer']
4,6030004,64.04,10010,,[u'Fuel Cost Charge']
4,6030004,39.82,10011,,[u'other']
5,6030004,3.55,10012,,[u'Cost of Gas']
5,6030004,0.99,10013,,[u'Distribution Charge']
5,6030004,0.03,10014,,[u'Gas Affordability']
5,6030004,25.17,10015,,[u'other']
6,6030004,1.02,10016,,[u'Energy Charge']
6,6030004,1.09,10017,,[u'Fuel Cost Charge']
6,6030004,29.79,10018,,[u'other']
7,6030004,7.21,10019,,[u'Auto Protective Lgt']
7,6030004,2.32,10020,,[u'other']
1,6030005,71.44,10001,,[u'SCE Delivery Charge-Energy']
1,6030005,92.43,10002,,[u'Wholesale Energy Cost']
1,6030005,30.0,10003,,[u'other']
1,6030006,2.44,10001,,[u'Water Usage Charge']
1,6030006,15.0,10002,,[u'Water Service Base Fee']
1,6030006,8.8,10003,,[u'Sanitary Sewer']
1,6030006,7.55,10004,,[u'Recovery Fee']
1,6030007,24.0,10001,,[u'Water Service Base Fee']
1,6030007,12.08,10002,,[u'Recovery Fee']
1,6030007,241.39,10003,,[u'Water Usage Charge']
1,6030007,356.53,10004,,[u'Sanitary Sewer']
1,6030008,13.2,10001,,[u'General Single Phase']
1,6030008,0.36,10002,,[u'Minnkota Surcharge']
1,6030008,54.72,10003,68.28,[u'other']
1,6030009,0.08,10001,,[u'Renewable Adjustment']
1,6030009,0.02,10002,,[u'Transmission Adjustment']
1,6030009,17.06,10003,17.16,[u'other']
2,6030009,203.06,10004,,[u'Energy Charge']
3,6030009,246.12,10005,,[u'Demand Charge']
2,6030009,1.27,10006,,[u'Transmission Adjustment']
2,6030009,5.72,10007,,[u'Renewable Adjustment']
2;3,6030009,74.03,10008,,[u'other']
1,6030010,11.92,10001,,[u'Water Usage']
1,6030010,112.46,10002,,[u'Wastewater Usage']
1,6030010,35.0,10003,159.38,[u'other']
1,6030011,12.45,10001,,[u'water']
1,6030011,0.53,10002,,[u'other']
2,6030011,4.9,10003,,[u'other']
1,6040001,187.8,10001,,[u'Energy Charge']
1,6040001,203.34,10002,,[u'Fuel Cost Charge']
2,6040001,206.54,10003,,[u'Demand Charge Winter']
1;2,6040001,85.05,10004,682.73,[u'other']
1,6040002,529.43,10001,,[u'Energy Charge']
1,6040002,587.4,10002,,[u'Fuel Cost Charge']
2,6040002,583.7,10003,,[u'Demand Charge Winter']
1;2,6040002,185.16,10004,1885.69,[u'other']
1,6050001,161.37,10001,,[u'Energy Charge']
1,6050001,160.57,10002,,[u'Fuel Cost Charge']
2,6050001,200.92,10003,,[u'Demand Charge Summer']
3,6050001,87.15,10004,,[u'Demand Charge Winter']
1;2;3,6050001,111.76,10005,721.77,[u'other']
1,6050002,475.61,10001,,[u'Energy Charge']
2,6050002,456.59,10002,,[u'Demand Charge Summer']
3,6050002,128.35,10003,,[u'Demand Charge Winter']
1,6050002,551.51,10004,,[u'Fuel Cost Charge']
1;2;3,6050002,320.28,10005,1932.34,[u'other']
4,6050002,37.12,10006,,[u'Cost of Gas']
4,6050002,9.61,10007,,[u'Distribution Charge']
4,6050002,0.31,10008,,[u'Gas Affordability']
4,6050002,59.66,10009,,[u'other']
1,6050003,77.06,10001,,[u'Dumpster Service']
1,6050003,47.18,10002,124.24,[u'other']
1,6050004,39.54,10001,,[u'Dumpster Service']
1,6050004,38.78,10002,78.32,[u'other']
1,6050005,49.72,10001,,[u'General Single Phase']
1,6050005,1.32,10002,,[u'Minnkota Surcharge']
1,6050005,52.72,10003,103.76,[u'other']
1,6060001,237.8,10001,,[u'Energy Charge']
1,6060001,245.34,10002,,[u'Fuel Cost Charge']
2,6060001,509.88,10003,,[u'Demand Charge Summer']
1;2,6060001,162.78,10004,1155.8,[u'other']
1,6060002,387.28,10001,,[u'Energy Charge']
1,6060002,400.83,10002,,[u'Fuel Cost Charge']
2,6060002,995.48,10003,,[u'Demand Charge Summer']
1;2,6060002,-130.24,10004,1653.35,[u'other']
3,6060002,3.82,10005,,[u'Distribution Charge']
3,6060002,12.83,10006,,[u'Cost of Gas']
3,6060002,0.12,10007,,[u'Gas Affordability']
3,6060002,56.08,10008,,[u'other']
1,6060003,1.11,10001,,[u'Energy Charge Summer']
1,6060003,0.45,10002,,[u'Fuel Cost Charge']
1,6060003,14.08,10003,15.64,[u'other']
1,6060004,0.09,10001,,[u'SCE Delivery Charge-Energy']
1,6060004,0.12,10002,,[u'Wholesale Energy Cost']
1,6060004,30.0,10003,,[u'other']
1,6060005,28.9,10001,,[u'Water Usage Charge']
1,6060006,145.35,10001,,[u'fuel cost']
1,6060006,12.83,10002,158.18,[u'other']
1,6060007,75.61,10001,,[u'service']
2,6060007,12.85,10002,,[u'comm res']
1;2,6060007,8.63,10003,97.09,[u'other']
1,6060008,75.61,10001,,[u'service']
2,6060008,12.85,10002,,[u'fsc comm res']
1;2,6060008,8.63,10003,97.09,[u'other']
1,6070001,0.08,10001,,[u'Renewable Adjustment']
1,6070001,0.02,10002,,[u'Transmission Adjustment']
1,6070001,17.06,10003,17.16,[u'other']
2,6070001,75.93,10004,,[u'Energy Charge']
2,6070001,1.44,10005,,[u'Renewable Adjustment']
2,6070001,0.32,10006,,[u'Transmission Adjustment']
2,6070001,30.77,10007,,[u'other']
1,6070002,989.18,10001,,[u'Energy Charge']
2,6070002,1619.52,10002,,[u'Demand Charge']
1;2,6070002,56.3,10003,2665.0,[u'other']
1,6070003,1442.6,10001,,[u'Energy Charge']
2,6070003,2066.88,10002,,[u'Demand Charge']
1;2,6070003,-17.48,10003,3492.0,[u'other']
,6070004,40.0,10001,,[u'Sewer']
1,6080001,1161.22,10001,,[u'Energy Charge']
2,6080001,1275.84,10002,,[u'Demand Charge']
1;2,6080001,114.94,10003,2552.0,[u'other']
1,6080002,9.7,10001,,[u'Waste Usage']
1,6080002,105.2,10002,,[u'Wastewater Usage']
1,6080002,35.0,10003,149.9,[u'other']
1,6080003,1581.43,10001,,[u'Energy Charge']
2,6080003,1281.6,10002,,[u'Demand Charge']
1;2,6080003,-108.03,10003,2755.0,[u'other']
1,6080004,30.0,10001,,[u'Dumpster Rental']
1,6080004,5.1,10002,35.1,[u'other']
1,6080005,400.29,10001,,[u'Energy Charge']
1,6080005,37.92,10002,,[u'Purchase Power Adjustment']
2,6080005,574.2,10003,,[u'Demand Charge']
3,6080005,10.05,10004,,[u'Security Light']
1;2;3,6080005,47.97,10005,1070.43,[u'other']
1,6090001,10.93,10001,,[u'Energy Charge']
1,6090002,4.95,10001,,[u'Energy Charge']
1,6090003,626.2,10001,,[u'Energy Charge']
1,6090003,59.0,10002,685.2,[u'other']
1,6090004,14.71,10001,,[u'Energy Charge']
1,6090004,2.76,10002,,[u'Power Cost Adjustment']
1,6090004,30.0,10003,,[u'other']
1,6090004,-7.01,10004,,[u'Capital Credit']
1,6090005,0.11,10001,,[u'Energy Charge']
1,6090005,0.02,10002,,[u'Power Cost Adjustment']
1,6090005,30.0,10003,,[u'other']
1,6090005,-8.09,10004,,[u'Capital Credit']
1,6090006,40.5,10001,,[u'Energy Charge']
1,6090006,5.7,10002,,[u'Power Cost Adjustment']
1,6090006,30.0,10003,,[u'other']
1,6090007,147.22,10001,,[u'Delivery Charge']
1,6090007,-5.96,10002,,[u'Decoupling Adjustment']
1,6090007,5.15,10003,,[u'Cost of Gas']
1,6090007,678.67,10004,,[u'Fuel Cost']
1,6090007,35.08,10005,,[u'Interim Rate Adjustment']
1,6090007,43.0,10006,,[u'other']
1,6090008,232.17,10001,,[u'Delivery Charge']
1,6090008,-20.77,10002,,[u'Decoupling Adjustment']
1,6090008,7.69,10003,,[u'Gas Affordability']
1,6100001,12.5,10001,,[u'other']
1,6100002,6.67,10001,,[u'Energy Charge']
1,6100002,30.0,10002,,[u'other']
1,6100003,49.08,10001,,[u'Energy Charge']
1,6100003,6.11,10002,,[u'Power Cost Adjustment']
1,6100003,30.0,10003,,[u'other']
1,6100004,64.58,10001,,[u'Energy Charge']
1,6100004,8.8,10002,,[u'Power Cost Adjustment']
1,6100004,13.35,10003,,[u'other']
1,6110001,20.0,10001,,[u'tank rental']
1,6110002,0.1,10001,,[u'Energy Charge']
1,6110002,0.9,10002,,[u'Round Up Amount']
1,6110002,30.0,10003,,[u'other']
1,6120001,90.64,10001,,[u'Energy Charge']
1,6120001,8.14,10002,,[u'Power Cost Adjustment']
2,6120001,9.31,10003,,[u'Lighting']
2,6120001,0.44,10004,,[u'Power Cost Adjustment']
1;2,6120001,36.5,10005,145.03,[u'other']
1,6120002,15.53,10001,,[u'Delivery Charge']
1,6120002,-0.97,10002,,[u'Decoupling Adjustment']
1,6120002,0.48,10003,,[u'Gas Affordability']
1,6120002,44.05,10004,,[u'Fuel Cost']
1,6120002,4.02,10005,,[u'Interim Rate Adjustment']
1,6120002,18.0,10006,,[u'other']
1,6120003,200.08,10001,,[u'Delivery Charge']
1,6120003,-17.9,10002,,[u'Decoupling Adjustment']
1,6120003,6.63,10003,,[u'Gas Affordability']
1,6120003,596.54,10004,,[u'Fuel Cost']
1,6120003,43.0,10005,,[u'other']
1,6130001,1.74,10001,,[u'Delivery Charge']
1,6130001,-0.11,10002,,[u'Decoupling Adjustment']
1,6130001,0.05,10003,,[u'Gas Affordability']
1,6130001,5.06,10004,,[u'Fuel Cost']
1,6130001,18.0,10005,,[u'other']
1,6130002,0.18,10001,,[u'Delivery Charge']
1,6130002,0.51,10002,,[u'Fuel Cost']
1,6130002,12.0,10003,,[u'other']
1,6130004,13.95,10001,,[u'Delivery Charge']
1,6130004,-0.87,10002,,[u'Decoupling Adjustment']
1,6130004,0.43,10003,,[u'Gas Affordability']
1,6130004,43.36,10004,,[u'Fuel Cost']
1,6130004,18.0,10005,,[u'other']
1,6130005,28.68,10001,,[u'Delivery Charge']
1,6130005,-1.79,10002,,[u'Decoupling Adjustment']
1,6130005,0.89,10003,,[u'Gas Affordability']
1,6130005,86.3,10004,,[u'Fuel Cost']
1,6130005,18.0,10005,,[u'therm']
1,6130006,142.8,10001,,[u'Basic Service']
1,6130006,182.88,10002,325.68,[u'other']
1,6130007,12.5,10001,,[u'Equipment Use']
1,6130007,98.0,10002,,[u'Standard Trash']
1,6130007,7.0,10003,,[u'Admin Fee Trash']
2,6130007,21.19,10004,,[u'Fuel Fee']
2,6130007,11.05,10005,,[u'Environmental Fee']
1;2,6130007,47.16,10006,196.9,[u'other']
1,6130008,14.5,10001,,[u'Equipment Use']
1,6130008,125.0,10002,,[u'Standard Trash']
1,6130008,7.0,10003,,[u'Admin Fee']
2,6130008,26.74,10004,,[u'Fuel Fee']
2,6130008,13.95,10005,,[u'Environmental Fee']
1;2,6130008,131.03,10006,318.22,[u'other']
1,6130009,11.39,10001,,[u'Equipment Use']
1,6130009,92.38,10002,,[u'Standard Trash']
1,6130009,7.0,10003,,[u'Admin Fee']
2,6130009,16.36,10004,,[u'Fuel Fee']
2,6130009,10.38,10005,,[u'Environmental Fee']
1;2,6130009,34.89,10006,172.4,[u'other']
1,6140001,36.61,10001,,[u'Delivery Charge']
1,6140001,-2.28,10002,,[u'Decoupling Adjustment']
1,6140001,1.13,10003,,[u'Gas Affordability']
1,6140001,107.17,10004,,[u'Fuel Cost']
1,6140001,18.0,10005,,[u'other']
1,6140002,50.56,10001,,[u'Delivery Charge']
1,6140002,-4.19,10002,,[u'Decoupling Adjustment']
1,6140002,1.56,10003,,[u'Gas Affordability']
1,6140002,149.22,10004,,[u'Fuel Cost']
1,6140002,18.0,10005,,[u'other']
1,6140003,142.8,10001,,[u'Basic Service']
1,6140003,173.82,10002,316.62,[u'other']
1,6140004,167.29,10001,,[u'Fuel Cost']
1,6140004,45.85,10002,,[u'Delivery Charge']
1,6140004,-1.86,10003,,[u'Decoupling Adjustment']
1,6140004,1.6,10004,,[u'Gas Affordability']
1,6140004,12.37,10005,,[u'Interim Rate Adjustment']
1,6140004,43.0,10006,268.25,[u'other']
1,6140005,4.95,10001,,[u'Energy Charge']
1,6140005,30.0,10002,,[u'Basic service']
1,6150001,12.5,10001,,[u'Equipment Use']
1,6150001,98.0,10002,,[u'Standard Trash']
1,6150001,86.2,10003,196.7,[u'other']
1,6150002,12.5,10001,,[u'Equipment Use']
1,6150002,117.0,10002,,[u'Standard Trash']
1,6150002,7.0,10003,,[u'Admin Fee Trash']
2,6150002,24.83,10004,,[u'Fuel Fee']
2,6150002,12.95,10005,,[u'Environmental Fee']
1;2,6150002,122.0,10006,296.28,[u'other']
1,6150003,12.5,10001,,[u'Equipment Use']
1,6150003,117.0,10002,,[u'Standard Trash']
1,6150003,7.0,10003,,[u'Admin Fee Trash']
2,6150003,24.99,10004,,[u'Fuel Fee']
2,6150003,12.95,10005,,[u'Environmental Fee']
1;2,6150003,122.12,10006,296.56,[u'other']
1,6150004,11.61,10001,,[u'Equipment Use']
1,6150004,110.16,10002,,[u'Standard Trash']
1,6150004,7.0,10003,,[u'Admin Fee']
2,6150004,19.19,10004,,[u'Fuel Fee']
2,6150004,12.18,10005,,[u'Environmental Fee']
1;2,6150004,90.14,10006,250.28,[u'other']
1,6160001,39.54,10001,,[u'Dumpster Service']
1,6160001,7.75,10002,78.24,[u'Container Service Fee']
1,6160001,15.58,10003,,[u'Fuel/Environmental Charge']
1,6160001,4.0,10004,,[u'Administrative Fee']
1,6160001,11.37,10005,,[u'other']
1,6170001,12.5,10001,,[u'Equipment Use']
1,6170001,102.9,10002,,[u'Basic Service']
1,6170001,7.0,10003,,[u'Admin Fee']
1,6170001,22.04,10004,,[u'Fuel']
1,6170001,13.85,10005,,[u'Environmental']
1,6170001,22.95,10006,,[u'County Environmental']
1,6170001,26.91,10007,,[u'Tax']
1,6170002,12.5,10001,,[u'Equipment Use']
1,6170002,98.0,10002,,[u'Basic Service']
1,6170002,7.0,10003,,[u'Admin Fee']
1,6170002,17.48,10004,,[u'Fuel']
1,6170002,11.05,10005,,[u'Environmental']
1,6170002,21.17,10006,,[u'County Environment']
1,6170002,24.83,10007,,[u'Tax']
1,6170003,22.07,10001,,[u'Fuel']
2,6170003,125.0,10002,,[u'Basic Service']
1;2,6170003,96.74,10003,,[u'County Environmental']
2,6170003,14.5,10004,,[u'Equipment Use']
1,6170003,13.95,10005,,[u'Environmental']
2,6170003,7.0,10006,,[u'Admin Fee']
1;2,6170003,31.03,10007,,[u'Tax']
2,6170004,12.5,10001,,[u'Equipment Use']
2,6170004,117.0,10002,,[u'Basic Service']
2,6170004,7.0,10003,,[u'Admin Fee']
1,6170004,20.49,10004,,[u'Fuel']
1,6170004,12.95,10005,,[u'Environmental']
2,6170004,90.07,10006,,[u'County Environment']
2,6170004,28.89,10007,,[u'Tax']
2,6170005,11.61,10001,,[u'Equipment Use']
2,6170005,110.16,10002,,[u'Basic Service']
1,6170005,19.89,10003,,[u'Fuel/Environmental']
2,6170005,2.95,10004,,[u'Admin Fee']
2,6170005,76.64,10005,,[u'County Environmental']
2,6170005,24.58,10006,,[u'Tax']
2,6170006,11.61,10001,,[u'Equipment Use']
2,6170006,110.16,10002,,[u'Basic Service']
1,6170006,20.83,10003,,[u'Fuel/Environmental']
2,6170006,2.95,10004,,[u'Admin Fee']
2,6170006,77.14,10005,,[u'County Environment']
2,6170006,24.74,10006,,[u'Tax']
1,6180001,11.39,10001,,[u'Equipment Use']
1,6180001,92.38,10002,,[u'Basic Service']
1,6180001,18.13,10003,,[u'Fuel/Environmental']
1,6180001,2.95,10004,,[u'Admin Fee']
1,6180001,18.1,10005,,[u'County Environment']
1,6180001,21.22,10006,,[u'Tax']
1,6180002,27.17,10001,,[u'Fuel']
2,6180002,131.25,10002,,[u'Basic Service']
1;2,6180002,103.08,10003,,[u'County Environmental']
2,6180002,14.5,10004,,[u'Equipment Feet']
1,6180002,14.58,10005,,[u'Environmental']
2,6180002,7.0,10006,,[u'Admin Fee']
1;2,6180002,33.06,10007,,[u'Tax']
1,6190001,22.07,10001,,[u'Fuel']
2,6190001,125.0,10002,,[u'Basic Service']
1;2,6190001,96.74,10003,,[u'County Environmental']
2,6190001,14.5,10004,,[u'Equipment Use']
1,6190001,13.95,10005,,[u'Environmental']
2,6190001,7.0,10006,,[u'Admin Fee']
1;2,6190001,31.03,10007,,[u'Tax']
1,6200001,22.74,10001,,[u'Fuel']
2,6200001,125.0,10002,,[u'Basic Service']
1;2,6200001,97.09,10003,,[u'County Environmental']
2,6200001,14.5,10004,,[u'Equipment Use']
1,6200001,13.95,10005,,[u'Environmental']
2,6200001,7.0,10006,,[u'Admin Fee']
1;2,6200001,31.14,10007,,[u'Tax']
